Year,Month,State,Crop,Wholesale_Price[Rs. Per Quintal],Temperature (Celsis),Rainfall in mm
2022,3,Maharashtra,Jowar,2700,-0.2,1.3
2022,4,Maharashtra,Jowar,3050,1.3,3
2022,5,Maharashtra,Jowar,3475,1.4,5.3
2022,6,Maharashtra,Jowar,3488,0.7,146.1
2022,7,Maharashtra,Jowar,3510,0.3,528
2022,8,Maharashtra,Jowar,3463,-0.6,279.8
2022,9,Maharashtra,Jowar,3580,0.4,265.9
2022,10,Maharashtra,Jowar,3600,0.2,132.3
2022,11,Maharashtra,Jowar,3800,-0.3,0.3
2022,12,Maharashtra,Jowar,3940,-1,1.1
2022,1,Maharashtra,Bajra,1775,-1.6,9.2
2022,2,Maharashtra,Bajra,1750,-0.8,0.3
2022,3,Maharashtra,Bajra,1925,-0.2,1.3
2022,4,Maharashtra,Bajra,2080,1.3,3
2022,5,Maharashtra,Bajra,1988,1.4,5.3
2022,6,Maharashtra,Bajra,2063,0.7,146.1
2022,7,Maharashtra,Bajra,2220,0.3,528
2022,8,Maharashtra,Bajra,2325,-0.6,279.8
2022,9,Maharashtra,Bajra,2090,0.4,265.9
2022,10,Maharashtra,Bajra,2475,0.2,132.3
2022,11,Maharashtra,Bajra,2475,-0.3,0.3
2022,12,Maharashtra,Bajra,2040,-1,1.1
2022,1,Maharashtra,Wheat,1938,-1.6,9.2
2022,2,Maharashtra,Wheat,1988,-0.8,0.3
2022,3,Maharashtra,Wheat,2213,-0.2,1.3
2022,4,Maharashtra,Wheat,2310,1.3,3
2022,5,Maharashtra,Wheat,2350,1.4,5.3
2022,6,Maharashtra,Wheat,2300,0.7,146.1
2022,7,Maharashtra,Wheat,2300,0.3,528
2022,8,Maharashtra,Wheat,2438,-0.6,279.8
2022,9,Maharashtra,Wheat,2390,0.4,265.9
2022,10,Maharashtra,Wheat,2438,0.2,132.3
2022,11,Maharashtra,Wheat,2650,-0.3,0.3
2022,12,Maharashtra,Wheat,2740,-1,1.1
2022,1,Maharashtra,Arhar(Tur Dal),6050,-1.6,9.2
2022,2,Maharashtra,Arhar(Tur Dal),6113,-0.8,0.3
2022,3,Maharashtra,Arhar(Tur Dal),6100,-0.2,1.3
2022,4,Maharashtra,Arhar(Tur Dal),6090,1.3,3
2022,5,Maharashtra,Arhar(Tur Dal),5888,1.4,5.3
2022,6,Maharashtra,Arhar(Tur Dal),5925,0.7,146.1
2022,7,Maharashtra,Arhar(Tur Dal),6670,0.3,528
2022,8,Maharashtra,Arhar(Tur Dal),7563,-0.6,279.8
2022,9,Maharashtra,Arhar(Tur Dal),7090,0.4,265.9
2022,10,Maharashtra,Arhar(Tur Dal),7088,0.2,132.3
2022,11,Maharashtra,Arhar(Tur Dal),7275,-0.3,0.3
2022,12,Maharashtra,Arhar(Tur Dal),7030,-1,1.1
2022,1,Maharashtra,Potato,1063,-1.6,9.2
2022,2,Maharashtra,Potato,1213,-0.8,0.3
2022,3,Maharashtra,Potato,1350,-0.2,1.3
2022,4,Maharashtra,Potato,1530,1.3,3
2022,5,Maharashtra,Potato,1488,1.4,5.3
2022,6,Maharashtra,Potato,1638,0.7,146.1
2022,7,Maharashtra,Potato,1770,0.3,528
2022,8,Maharashtra,Potato,1725,-0.6,279.8
2022,9,Maharashtra,Potato,1710,0.4,265.9
2022,10,Maharashtra,Potato,1913,0.2,132.3
2022,11,Maharashtra,Potato,1763,-0.3,0.3
2022,12,Maharashtra,Potato,1670,-1,1.1
2022,1,Maharashtra,Chillies,17325,-1.6,9.2
2022,2,Maharashtra,Chillies,21500,-0.8,0.3
2022,3,Maharashtra,Chillies,22375,-0.2,1.3
2022,4,Maharashtra,Chillies,27500,1.3,3
2022,5,Maharashtra,Chillies,29925,1.4,5.3
2022,6,Maharashtra,Chillies,29750,0.7,146.1
2022,7,Maharashtra,Chillies,36260,0.3,528
2022,8,Maharashtra,Chillies,37500,-0.6,279.8
2022,9,Maharashtra,Chillies,30300,0.4,265.9
2022,10,Maharashtra,Chillies,27500,0.2,132.3
2022,11,Maharashtra,Chillies,27500,-0.3,0.3
2022,12,Maharashtra,Chillies,31600,-1,1.1
2022,1,Maharashtra,Turmeric,11925,-1.6,9.2
2022,2,Maharashtra,Turmeric,11875,-0.8,0.3
2022,3,Maharashtra,Turmeric,11950,-0.2,1.3
2022,4,Maharashtra,Turmeric,8960,1.3,3
2022,5,Maharashtra,Turmeric,10450,1.4,5.3
2022,6,Maharashtra,Turmeric,9875,0.7,146.1
2022,7,Maharashtra,Turmeric,11160,0.3,528
2022,8,Maharashtra,Turmeric,12750,-0.6,279.8
2022,9,Maharashtra,Turmeric,11500,0.4,265.9
2022,10,Maharashtra,Turmeric,8500,0.2,132.3
2022,11,Maharashtra,Turmeric,8500,-0.3,0.3
2022,12,Maharashtra,Turmeric,8340,-1,1.1
2022,1,Maharashtra,Onion,2563,-1.6,9.2
2022,2,Maharashtra,Onion,2550,-0.8,0.3
2022,3,Maharashtra,Onion,1488,-0.2,1.3
2022,4,Maharashtra,Onion,1020,1.3,3
2022,5,Maharashtra,Onion,900,1.4,5.3
2022,6,Maharashtra,Onion,1150,0.7,146.1
2022,7,Maharashtra,Onion,1350,0.3,528
2022,8,Maharashtra,Onion,1225,-0.6,279.8
2022,9,Maharashtra,Onion,1310,0.4,265.9
2022,10,Maharashtra,Onion,2013,0.2,132.3
2022,11,Maharashtra,Onion,2025,-0.3,0.3
2022,12,Maharashtra,Onion,1500,-1,1.1
2022,1,Maharashtra,Tomato,1475,-1.6,9.2
2022,2,Maharashtra,Tomato,1463,-0.8,0.3
2022,3,Maharashtra,Tomato,1300,-0.2,1.3
2022,4,Maharashtra,Tomato,1340,1.3,3
2022,5,Maharashtra,Tomato,2850,1.4,5.3
2022,6,Maharashtra,Tomato,3375,0.7,146.1
2022,7,Maharashtra,Tomato,1780,0.3,528
2022,8,Maharashtra,Tomato,1500,-0.6,279.8
2022,9,Maharashtra,Tomato,1680,0.4,265.9
2022,10,Maharashtra,Tomato,2575,0.2,132.3
2022,11,Maharashtra,Tomato,1550,-0.3,0.3
2022,12,Maharashtra,Tomato,820,-1,1.1
2022,1,Maharashtra,Soyabean,6200,-1.6,9.2
2022,2,Maharashtra,Soyabean,6263,-0.8,0.3
2022,3,Maharashtra,Soyabean,6550,-0.2,1.3
2022,4,Maharashtra,Soyabean,6670,1.3,3
2022,5,Maharashtra,Soyabean,6663,1.4,5.3
2022,6,Maharashtra,Soyabean,6525,0.7,146.1
2022,7,Maharashtra,Soyabean,6190,0.3,528
2022,8,Maharashtra,Soyabean,6150,-0.6,279.8
2022,9,Maharashtra,Soyabean,5440,0.4,265.9
2022,10,Maharashtra,Soyabean,4588,0.2,132.3
2022,11,Maharashtra,Soyabean,5317,-0.3,0.3
2022,12,Maharashtra,Soyabean,5330,-1,1.1
2022,1,Punjab,Turmeric,14175,-0.2,104.5
2022,2,Punjab,Turmeric,14350,0.1,22.9
2022,3,Punjab,Turmeric,14400,3.3,0.4
2022,4,Punjab,Turmeric,14440,3.7,0.4
2022,5,Punjab,Turmeric,14225,1.6,20.1
2022,6,Punjab,Turmeric,14000,0.6,39.7
2022,7,Punjab,Turmeric,14000,0.4,219.3
2022,8,Punjab,Turmeric,13650,0.7,58.4
2022,9,Punjab,Turmeric,13200,1.4,96.5
2022,10,Punjab,Turmeric,13000,0.4,9.1
2022,11,Punjab,Turmeric,13000,1.4,1.4
2022,12,Punjab,Turmeric,13080,0.6,0.4
2022,1,Rajasthan,Jower,1979,-0.9,24.4
2022,2,Rajasthan,Jower,1983,0.5,1.2
2022,3,Rajasthan,Jower,1988,2,2.1
2022,4,Rajasthan,Jower,2037,2.6,0.2
2022,5,Rajasthan,Jower,2131,1.2,5.7
2022,6,Rajasthan,Jower,2133,0.3,55.1
2022,7,Rajasthan,Jower,2162,-0.2,270.2
2022,8,Rajasthan,Jower,2188,-0.7,216.6
2022,9,Rajasthan,Jower,2259,-0.4,54.2
2022,10,Rajasthan,Jower,2133,0.4,31.4
2022,11,Rajasthan,Jower,2319,0.3,1.1
2022,12,Rajasthan,Jower,2479,-0.2,0
2022,1,Rajasthan,Bajra,1741,-0.9,24.4
2022,2,Rajasthan,Bajra,1846,0.5,1.2
2022,3,Rajasthan,Bajra,1959,2,2.1
2022,4,Rajasthan,Bajra,1914,2.6,0.2
2022,5,Rajasthan,Bajra,2078,1.2,5.7
2022,6,Rajasthan,Bajra,2061,0.3,55.1
2022,7,Rajasthan,Bajra,1992,-0.2,270.2
2022,8,Rajasthan,Bajra,2045,-0.7,216.6
2022,9,Rajasthan,Bajra,1955,-0.4,54.2
2022,10,Rajasthan,Bajra,1731,0.4,31.4
2022,11,Rajasthan,Bajra,1806,0.3,1.1
2022,12,Rajasthan,Bajra,1961,-0.2,0
2022,1,Rajasthan,Maize,1798,-0.9,24.4
2022,2,Rajasthan,Maize,1870,0.5,1.2
2022,3,Rajasthan,Maize,2044,2,2.1
2022,4,Rajasthan,Maize,2194,2.6,0.2
2022,5,Rajasthan,Maize,2163,1.2,5.7
2022,6,Rajasthan,Maize,2045,0.3,55.1
2022,7,Rajasthan,Maize,2277,-0.2,270.2
2022,8,Rajasthan,Maize,2279,-0.7,216.6
2022,9,Rajasthan,Maize,2222,-0.4,54.2
2022,10,Rajasthan,Maize,2001,0.4,31.4
2022,11,Rajasthan,Maize,1801,0.3,1.1
2022,12,Rajasthan,Maize,2242,-0.2,0
2022,1,Rajasthan,Wheat,2204,-0.9,24.4
2022,2,Rajasthan,Wheat,2204,0.5,1.2
2022,3,Rajasthan,Wheat,2308,2,2.1
2022,4,Rajasthan,Wheat,2355,2.6,0.2
2022,5,Rajasthan,Wheat,2613,1.2,5.7
2022,6,Rajasthan,Wheat,2556,0.3,55.1
2022,7,Rajasthan,Wheat,2482,-0.2,270.2
2022,8,Rajasthan,Wheat,2456,-0.7,216.6
2022,9,Rajasthan,Wheat,2491,-0.4,54.2
2022,10,Rajasthan,Wheat,2463,0.4,31.4
2022,11,Rajasthan,Wheat,2519,0.3,1.1
2022,12,Rajasthan,Wheat,2598,-0.2,0
2022,1,Rajasthan,Barley,2168,-0.9,24.4
2022,2,Rajasthan,Barley,2201,0.5,1.2
2022,3,Rajasthan,Barley,2166,2,2.1
2022,4,Rajasthan,Barley,2739,2.6,0.2
2022,5,Rajasthan,Barley,2854,1.2,5.7
2022,6,Rajasthan,Barley,2764,0.3,55.1
2022,7,Rajasthan,Barley,2734,-0.2,270.2
2022,8,Rajasthan,Barley,2763,-0.7,216.6
2022,9,Rajasthan,Barley,2727,-0.4,54.2
2022,10,Rajasthan,Barley,2883,0.4,31.4
2022,11,Rajasthan,Barley,2763,0.3,1.1
2022,12,Rajasthan,Barley,2760,-0.2,0
2022,1,Rajasthan,Cotton,7639,-0.9,24.4
2022,2,Rajasthan,Cotton,8043,0.5,1.2
2022,3,Rajasthan,Cotton,8154,2,2.1
2022,4,Rajasthan,Cotton,8625,2.6,0.2
2022,5,Rajasthan,Cotton,9280,1.2,5.7
2022,6,Rajasthan,Cotton,10845,0.3,55.1
2022,7,Rajasthan,Cotton,11149,-0.2,270.2
2022,8,Rajasthan,Cotton,11417,-0.7,216.6
2022,9,Rajasthan,Cotton,8100,-0.4,54.2
2022,10,Rajasthan,Cotton,8361,0.4,31.4
2022,11,Rajasthan,Cotton,9450,0.3,1.1
2022,12,Rajasthan,Cotton,9442,-0.2,0
2022,1,Rajasthan,Soyabean,5724,-0.9,24.4
2022,2,Rajasthan,Soyabean,6283,0.5,1.2
2022,3,Rajasthan,Soyabean,6900,2,2.1
2022,4,Rajasthan,Soyabean,6890,2.6,0.2
2022,5,Rajasthan,Soyabean,6781,1.2,5.7
2022,6,Rajasthan,Soyabean,6538,0.3,55.1
2022,7,Rajasthan,Soyabean,6010,-0.2,270.2
2022,8,Rajasthan,Soyabean,5988,-0.7,216.6
2022,9,Rajasthan,Soyabean,5690,-0.4,54.2
2022,10,Rajasthan,Soyabean,5025,0.4,31.4
2022,11,Rajasthan,Soyabean,5625,0.3,1.1
2022,12,Rajasthan,Soyabean,5522,-0.2,0
2022,1,Tamil Nadu,Rice,3000,1.1,34.7
2022,2,Tamil Nadu,Rice,3000,0.2,7.7
2022,3,Tamil Nadu,Rice,3100,0.3,12.1
2022,4,Tamil Nadu,Rice,3040,0.1,65.2
2022,5,Tamil Nadu,Rice,3040,-0.8,89.2
2022,6,Tamil Nadu,Rice,3040,-0.1,79.2
2022,7,Tamil Nadu,Rice,3100,-0.3,138.1
2022,8,Tamil Nadu,Rice,3163,-0.3,174
2022,9,Tamil Nadu,Rice,3200,0.1,85.6
2022,10,Tamil Nadu,Rice,3200,0.1,165.8
2022,11,Tamil Nadu,Rice,3225,0.8,178
2022,12,Tamil Nadu,Rice,3480,0.7,101
2022,1,Tamil Nadu,Jower,2650,1.1,34.7
2022,2,Tamil Nadu,Jower,2750,0.2,7.7
2022,3,Tamil Nadu,Jower,3025,0.3,12.1
2022,4,Tamil Nadu,Jower,3140,0.1,65.2
2022,5,Tamil Nadu,Jower,3300,-0.8,89.2
2022,6,Tamil Nadu,Jower,3500,-0.1,79.2
2022,7,Tamil Nadu,Jower,3460,-0.3,138.1
2022,8,Tamil Nadu,Jower,3500,-0.3,174
2022,9,Tamil Nadu,Jower,3440,0.1,85.6
2022,10,Tamil Nadu,Jower,3400,0.1,165.8
2022,11,Tamil Nadu,Jower,3050,0.8,178
2022,12,Tamil Nadu,Jower,3680,0.7,101
2022,1,Tamil Nadu,Barje,2325,1.1,34.7
2022,2,Tamil Nadu,Barje,2450,0.2,7.7
2022,3,Tamil Nadu,Barje,2700,0.3,12.1
2022,4,Tamil Nadu,Barje,2900,0.1,65.2
2022,5,Tamil Nadu,Barje,2825,-0.8,89.2
2022,6,Tamil Nadu,Barje,2700,-0.1,79.2
2022,7,Tamil Nadu,Barje,2840,-0.3,138.1
2022,8,Tamil Nadu,Barje,2900,-0.3,174
2022,9,Tamil Nadu,Barje,2920,0.1,85.6
2022,10,Tamil Nadu,Barje,2675,0.1,165.8
2022,11,Tamil Nadu,Barje,2650,0.8,178
2022,12,Tamil Nadu,Barje,2980,0.7,101
2022,1,Tamil Nadu,Maize,2150,1.1,34.7
2022,2,Tamil Nadu,Maize,2350,0.2,7.7
2022,3,Tamil Nadu,Maize,2525,0.3,12.1
2022,4,Tamil Nadu,Maize,2860,0.1,65.2
2022,5,Tamil Nadu,Maize,2800,-0.8,89.2
2022,6,Tamil Nadu,Maize,2900,-0.1,79.2
2022,7,Tamil Nadu,Maize,2840,-0.3,138.1
2022,8,Tamil Nadu,Maize,2950,-0.3,174
2022,9,Tamil Nadu,Maize,2780,0.1,85.6
2022,10,Tamil Nadu,Maize,2925,0.1,165.8
2022,11,Tamil Nadu,Maize,2900,0.8,178
2022,12,Tamil Nadu,Maize,2660,0.7,101
2022,1,Tamil Nadu,Ragi,2775,1.1,34.7
2022,2,Tamil Nadu,Ragi,2800,0.2,7.7
2022,3,Tamil Nadu,Ragi,2800,0.3,12.1
2022,4,Tamil Nadu,Ragi,2800,0.1,65.2
2022,5,Tamil Nadu,Ragi,2800,-0.8,89.2
2022,6,Tamil Nadu,Ragi,2800,-0.1,79.2
2022,7,Tamil Nadu,Ragi,2800,-0.3,138.1
2022,8,Tamil Nadu,Ragi,2775,-0.3,174
2022,9,Tamil Nadu,Ragi,2700,0.1,85.6
2022,10,Tamil Nadu,Ragi,2775,0.1,165.8
2022,11,Tamil Nadu,Ragi,2800,0.8,178
2022,12,Tamil Nadu,Ragi,2880,0.7,101
2022,1,Tamil Nadu,Wheat,3488,1.1,34.7
2022,2,Tamil Nadu,Wheat,3475,0.2,7.7
2022,3,Tamil Nadu,Wheat,3475,0.3,12.1
2022,4,Tamil Nadu,Wheat,3530,0.1,65.2
2022,5,Tamil Nadu,Wheat,3638,-0.8,89.2
2022,6,Tamil Nadu,Wheat,3525,-0.1,79.2
2022,7,Tamil Nadu,Wheat,3460,-0.3,138.1
2022,8,Tamil Nadu,Wheat,3375,-0.3,174
2022,9,Tamil Nadu,Wheat,3500,0.1,85.6
2022,10,Tamil Nadu,Wheat,3450,0.1,165.8
2022,11,Tamil Nadu,Wheat,3575,0.8,178
2022,12,Tamil Nadu,Wheat,3860,0.7,101
2022,1,Tamil Nadu,Arhar(Tur Dal),5700,1.1,34.7
2022,2,Tamil Nadu,Arhar(Tur Dal),5550,0.2,7.7
2022,3,Tamil Nadu,Arhar(Tur Dal),5500,0.3,12.1
2022,4,Tamil Nadu,Arhar(Tur Dal),5660,0.1,65.2
2022,5,Tamil Nadu,Arhar(Tur Dal),5700,-0.8,89.2
2022,6,Tamil Nadu,Arhar(Tur Dal),5775,-0.1,79.2
2022,7,Tamil Nadu,Arhar(Tur Dal),5800,-0.3,138.1
2022,8,Tamil Nadu,Arhar(Tur Dal),5950,-0.3,174
2022,9,Tamil Nadu,Arhar(Tur Dal),6000,0.1,85.6
2022,10,Tamil Nadu,Arhar(Tur Dal),6050,0.1,165.8
2022,11,Tamil Nadu,Arhar(Tur Dal),6100,0.8,178
2022,12,Tamil Nadu,Arhar(Tur Dal),6120,0.7,101
2022,1,Tamil Nadu,Potato,1275,1.1,34.7
2022,2,Tamil Nadu,Potato,1400,0.2,7.7
2022,3,Tamil Nadu,Potato,1525,0.3,12.1
2022,4,Tamil Nadu,Potato,1580,0.1,65.2
2022,5,Tamil Nadu,Potato,1825,-0.8,89.2
2022,6,Tamil Nadu,Potato,2300,-0.1,79.2
2022,7,Tamil Nadu,Potato,2280,-0.3,138.1
2022,8,Tamil Nadu,Potato,2050,-0.3,174
2022,9,Tamil Nadu,Potato,2080,0.1,85.6
2022,10,Tamil Nadu,Potato,2300,0.1,165.8
2022,11,Tamil Nadu,Potato,2250,0.8,178
2022,12,Tamil Nadu,Potato,2500,0.7,101
2022,1,Tamil Nadu,Chillies,18000,1.1,34.7
2022,2,Tamil Nadu,Chillies,18625,0.2,7.7
2022,3,Tamil Nadu,Chillies,19125,0.3,12.1
2022,4,Tamil Nadu,Chillies,19500,0.1,65.2
2022,5,Tamil Nadu,Chillies,19500,-0.8,89.2
2022,6,Tamil Nadu,Chillies,19875,-0.1,79.2
2022,7,Tamil Nadu,Chillies,25200,-0.3,138.1
2022,8,Tamil Nadu,Chillies,29750,-0.3,174
2022,9,Tamil Nadu,Chillies,29900,0.1,85.6
2022,10,Tamil Nadu,Chillies,29500,0.1,165.8
2022,11,Tamil Nadu,Chillies,31875,0.8,178
2022,12,Tamil Nadu,Chillies,32240,0.7,101
2022,1,Tamil Nadu,Cotton,9375,1.1,34.7
2022,2,Tamil Nadu,Cotton,9500,0.2,7.7
2022,3,Tamil Nadu,Cotton,9400,0.3,12.1
2022,4,Tamil Nadu,Cotton,9760,0.1,65.2
2022,5,Tamil Nadu,Cotton,10250,-0.8,89.2
2022,6,Tamil Nadu,Cotton,9050,-0.1,79.2
2022,7,Tamil Nadu,Cotton,8380,-0.3,138.1
2022,8,Tamil Nadu,Cotton,9500,-0.3,174
2022,9,Tamil Nadu,Cotton,8770,0.1,85.6
2022,10,Tamil Nadu,Cotton,7250,0.1,165.8
2022,11,Tamil Nadu,Cotton,6300,0.8,178
2022,12,Tamil Nadu,Cotton,7380,0.7,101
2022,1,Tamil Nadu,Onion,3375,1.1,34.7
2022,2,Tamil Nadu,Onion,3225,0.2,7.7
2022,3,Tamil Nadu,Onion,2200,0.3,12.1
2022,4,Tamil Nadu,Onion,1760,0.1,65.2
2022,5,Tamil Nadu,Onion,1425,-0.8,89.2
2022,6,Tamil Nadu,Onion,2125,-0.1,79.2
2022,7,Tamil Nadu,Onion,2020,-0.3,138.1
2022,8,Tamil Nadu,Onion,1900,-0.3,174
2022,9,Tamil Nadu,Onion,2080,0.1,85.6
2022,10,Tamil Nadu,Onion,2775,0.1,165.8
2022,11,Tamil Nadu,Onion,3075,0.8,178
2022,12,Tamil Nadu,Onion,2460,0.7,101
2022,1,Tamil Nadu,Turmeric,7461,1.1,34.7
2022,2,Tamil Nadu,Turmeric,7830,0.2,7.7
2022,3,Tamil Nadu,Turmeric,8030,0.3,12.1
2022,4,Tamil Nadu,Turmeric,7480,0.1,65.2
2022,5,Tamil Nadu,Turmeric,6720,-0.8,89.2
2022,6,Tamil Nadu,Turmeric,6641,-0.1,79.2
2022,7,Tamil Nadu,Turmeric,6832,-0.3,138.1
2022,8,Tamil Nadu,Turmeric,6828,-0.3,174
2022,9,Tamil Nadu,Turmeric,6752,0.1,85.6
2022,10,Tamil Nadu,Turmeric,6696,0.1,165.8
2022,11,Tamil Nadu,Turmeric,6995,0.8,178
2022,12,Tamil Nadu,Turmeric,6895,0.7,101
2022,1,Uttar Pradesh,Rice,2391,0.3,53
2022,2,Uttar Pradesh,Rice,2483,-0.3,29.9
2022,3,Uttar Pradesh,Rice,2633,1.8,8.7
2022,4,Uttar Pradesh,Rice,2715,2.3,6.2
2022,5,Uttar Pradesh,Rice,2768,0.4,43.7
2022,6,Uttar Pradesh,Rice,2671,0.8,141.2
2022,7,Uttar Pradesh,Rice,2630,0.8,409.4
2022,8,Uttar Pradesh,Rice,2678,0.6,375.1
2022,9,Uttar Pradesh,Rice,2701,0.4,354
2022,10,Uttar Pradesh,Rice,2646,0.5,173.7
2022,11,Uttar Pradesh,Rice,2488,0.3,3.6
2022,12,Uttar Pradesh,Rice,2513,0.4,5.8
2022,1,Uttar Pradesh,Jowar,1845,0.3,53
2022,2,Uttar Pradesh,Jowar,1868,-0.3,29.9
2022,3,Uttar Pradesh,Jowar,2003,1.8,8.7
2022,4,Uttar Pradesh,Jowar,2153,2.3,6.2
2022,5,Uttar Pradesh,Jowar,2188,0.4,43.7
2022,6,Uttar Pradesh,Jowar,2171,0.8,141.2
2022,7,Uttar Pradesh,Jowar,2511,0.8,409.4
2022,8,Uttar Pradesh,Jowar,2819,0.6,375.1
2022,9,Uttar Pradesh,Jowar,2886,0.4,354
2022,10,Uttar Pradesh,Jowar,2953,0.5,173.7
2022,11,Uttar Pradesh,Jowar,2973,0.3,3.6
2022,12,Uttar Pradesh,Jowar,2781,0.4,5.8
2022,1,Uttar Pradesh,Bajra,1654,0.3,53
2022,2,Uttar Pradesh,Bajra,1714,-0.3,29.9
2022,3,Uttar Pradesh,Bajra,1820,1.8,8.7
2022,4,Uttar Pradesh,Bajra,2015,2.3,6.2
2022,5,Uttar Pradesh,Bajra,2024,0.4,43.7
2022,6,Uttar Pradesh,Bajra,2018,0.8,141.2
2022,7,Uttar Pradesh,Bajra,1983,0.8,409.4
2022,8,Uttar Pradesh,Bajra,1993,0.6,375.1
2022,9,Uttar Pradesh,Bajra,2061,0.4,354
2022,10,Uttar Pradesh,Bajra,2040,0.5,173.7
2022,11,Uttar Pradesh,Bajra,2218,0.3,3.6
2022,12,Uttar Pradesh,Bajra,2360,0.4,5.8
2022,1,Uttar Pradesh,Maize,1729,0.3,53
2022,2,Uttar Pradesh,Maize,1765,-0.3,29.9
2022,3,Uttar Pradesh,Maize,1811,1.8,8.7
2022,4,Uttar Pradesh,Maize,1783,2.3,6.2
2022,5,Uttar Pradesh,Maize,1889,0.4,43.7
2022,6,Uttar Pradesh,Maize,2030,0.8,141.2
2022,7,Uttar Pradesh,Maize,1996,0.8,409.4
2022,8,Uttar Pradesh,Maize,1993,0.6,375.1
2022,9,Uttar Pradesh,Maize,1984,0.4,354
2022,10,Uttar Pradesh,Maize,2024,0.5,173.7
2022,11,Uttar Pradesh,Maize,2064,0.3,3.6
2022,12,Uttar Pradesh,Maize,2067,0.4,5.8
2022,1,Uttar Pradesh,Wheat,1980,0.3,53
2022,2,Uttar Pradesh,Wheat,2021,-0.3,29.9
2022,3,Uttar Pradesh,Wheat,2100,1.8,8.7
2022,4,Uttar Pradesh,Wheat,2063,2.3,6.2
2022,5,Uttar Pradesh,Wheat,2148,0.4,43.7
2022,6,Uttar Pradesh,Wheat,2089,0.8,141.2
2022,7,Uttar Pradesh,Wheat,2112,0.8,409.4
2022,8,Uttar Pradesh,Wheat,2304,0.6,375.1
2022,9,Uttar Pradesh,Wheat,2337,0.4,354
2022,10,Uttar Pradesh,Wheat,2395,0.5,173.7
2022,11,Uttar Pradesh,Wheat,2509,0.3,3.6
2022,12,Uttar Pradesh,Wheat,2680,0.4,5.8
2022,1,Uttar Pradesh,Barley,1891,0.3,53
2022,2,Uttar Pradesh,Barley,1944,-0.3,29.9
2022,3,Uttar Pradesh,Barley,1993,1.8,8.7
2022,4,Uttar Pradesh,Barley,2011,2.3,6.2
2022,5,Uttar Pradesh,Barley,2156,0.4,43.7
2022,6,Uttar Pradesh,Barley,2294,0.8,141.2
2022,7,Uttar Pradesh,Barley,2430,0.8,409.4
2022,8,Uttar Pradesh,Barley,2521,0.6,375.1
2022,9,Uttar Pradesh,Barley,2599,0.4,354
2022,10,Uttar Pradesh,Barley,2639,0.5,173.7
2022,11,Uttar Pradesh,Barley,2665,0.3,3.6
2022,12,Uttar Pradesh,Barley,2655,0.4,5.8
2022,1,Uttar Pradesh,Arhar(Tur Dal),6293,0.3,53
2022,2,Uttar Pradesh,Arhar(Tur Dal),6304,-0.3,29.9
2022,3,Uttar Pradesh,Arhar(Tur Dal),6361,1.8,8.7
2022,4,Uttar Pradesh,Arhar(Tur Dal),6145,2.3,6.2
2022,5,Uttar Pradesh,Arhar(Tur Dal),6353,0.4,43.7
2022,6,Uttar Pradesh,Arhar(Tur Dal),6444,0.8,141.2
2022,7,Uttar Pradesh,Arhar(Tur Dal),6442,0.8,409.4
2022,8,Uttar Pradesh,Arhar(Tur Dal),6545,0.6,375.1
2022,9,Uttar Pradesh,Arhar(Tur Dal),6628,0.4,354
2022,10,Uttar Pradesh,Arhar(Tur Dal),6638,0.5,173.7
2022,11,Uttar Pradesh,Arhar(Tur Dal),6648,0.3,3.6
2022,12,Uttar Pradesh,Arhar(Tur Dal),6658,0.4,5.8
2022,1,Uttar Pradesh,Potato,700,0.3,53
2022,2,Uttar Pradesh,Potato,754,-0.3,29.9
2022,3,Uttar Pradesh,Potato,956,1.8,8.7
2022,4,Uttar Pradesh,Potato,870,2.3,6.2
2022,5,Uttar Pradesh,Potato,1026,0.4,43.7
2022,6,Uttar Pradesh,Potato,1345,0.8,141.2
2022,7,Uttar Pradesh,Potato,1554,0.8,409.4
2022,8,Uttar Pradesh,Potato,1675,0.6,375.1
2022,9,Uttar Pradesh,Potato,1695,0.4,354
2022,10,Uttar Pradesh,Potato,1731,0.5,173.7
2022,11,Uttar Pradesh,Potato,1789,0.3,3.6
2022,12,Uttar Pradesh,Potato,1195,0.4,5.8
2022,1,Uttar Pradesh,Chillies,17625,0.3,53
2022,2,Uttar Pradesh,Chillies,17663,-0.3,29.9
2022,3,Uttar Pradesh,Chillies,18250,1.8,8.7
2022,4,Uttar Pradesh,Chillies,19200,2.3,6.2
2022,5,Uttar Pradesh,Chillies,19250,0.4,43.7
2022,6,Uttar Pradesh,Chillies,18125,0.8,141.2
2022,7,Uttar Pradesh,Chillies,17760,0.8,409.4
2022,8,Uttar Pradesh,Chillies,18250,0.6,375.1
2022,9,Uttar Pradesh,Chillies,19900,0.4,354
2022,10,Uttar Pradesh,Chillies,21700,0.5,173.7
2022,11,Uttar Pradesh,Chillies,21000,0.3,3.6
2022,12,Uttar Pradesh,Chillies,18911,0.4,5.8
2022,1,Uttar Pradesh,Cotton,8413,0.3,53
2022,2,Uttar Pradesh,Cotton,8813,-0.3,29.9
2022,3,Uttar Pradesh,Cotton,9013,1.8,8.7
2022,4,Uttar Pradesh,Cotton,8730,2.3,6.2
2022,5,Uttar Pradesh,Cotton,8365,0.4,43.7
2022,6,Uttar Pradesh,Cotton,7563,0.8,141.2
2022,7,Uttar Pradesh,Cotton,6860,0.8,409.4
